769.0,1295.0
771.0,1291.0
771.0,1297.0
774.0,1298.0
778.0,1299.0
786.0,1300.0
787.0,1300.0
789.0,1300.0
789.0,1300.0
790.0,1306.0
788.0,1307.0
787.0,1307.0
782.0,1307.0
776.0,1310.0
768.0,1315.0
763.0,1320.0
762.0,1325.0
762.0,1331.0
762.0,1336.0
764.0,1348.0
770.0,1351.0
771.0,1349.0
771.0,1344.0
770.0,1339.0
770.0,1324.0
771.0,1320.0
775.0,1313.0
781.0,1307.0
781.0,1307.0
771.0,1309.0
760.0,1310.0
760.0,1310.0
760.0,1311.0
757.0,1314.0
744.0,1318.0
742.0,1320.0
742.0,1320.0
731.0,1320.0
725.0,1316.0
722.0,1312.0
722.0,1308.0
724.0,1320.0
727.0,1325.0
730.0,1325.0
733.0,1326.0
736.0,1331.0
739.0,1336.0
741.0,1340.0
747.0,1350.0
750.0,1353.0
754.0,1358.0
756.0,1362.0
758.0,1363.0
761.0,1367.0
761.0,1369.0
761.0,1371.0
765.0,1380.0
767.0,1382.0
775.0,1386.0
780.0,1390.0
786.0,1395.0
789.0,1398.0
791.0,1400.0
794.0,1404.0
803.0,1377.0
800.0,1393.0
799.0,1395.0
799.0,1392.0
799.0,1375.0
797.0,1368.0
789.0,1366.0
786.0,1366.0
784.0,1366.0
779.0,1369.0
781.0,1378.0
787.0,1379.0
794.0,1382.0
793.0,1382.0
783.0,1375.0
778.0,1366.0
776.0,1356.0
776.0,1353.0
783.0,1355.0
792.0,1355.0
743.0,1337.0
744.0,1332.0
747.0,1325.0
751.0,1325.0
751.0,1335.0
754.0,1341.0
