667.0,1044.0
667.0,1044.0
692.0,1044.0
709.0,1038.0
716.0,1025.0
724.0,1019.0
730.0,1012.0
735.0,1008.0
738.0,1008.0
743.0,1008.0
746.0,1005.0
746.0,995.0
746.0,995.0
748.0,993.0
752.0,990.0
756.0,987.0
756.0,980.0
759.0,976.0
764.0,976.0
772.0,969.0
774.0,963.0
776.0,959.0
778.0,957.0
787.0,955.0
790.0,953.0
790.0,950.0
790.0,947.0
790.0,944.0
790.0,941.0
790.0,936.0
786.0,935.0
807.0,916.0
809.0,911.0
808.0,909.0
807.0,923.0
811.0,923.0
797.0,929.0
795.0,930.0
790.0,935.0
789.0,935.0
772.0,943.0
758.0,948.0
747.0,951.0
741.0,956.0
732.0,964.0
727.0,969.0
718.0,975.0
709.0,980.0
692.0,986.0
677.0,989.0
637.0,989.0
601.0,989.0
544.0,988.0
532.0,987.0
495.0,973.0
463.0,952.0
458.0,944.0
455.0,931.0
449.0,920.0
436.0,912.0
434.0,911.0
427.0,901.0
426.0,907.0
426.0,918.0
426.0,918.0
426.0,922.0
426.0,939.0
426.0,954.0
427.0,964.0
436.0,983.0
439.0,992.0
445.0,1001.0
452.0,1008.0
453.0,1009.0
456.0,1012.0
466.0,1017.0
469.0,1017.0
485.0,1017.0
500.0,1018.0
512.0,1021.0
528.0,1024.0
532.0,1027.0
536.0,1029.0
540.0,1031.0
550.0,1032.0
560.0,1035.0
577.0,1041.0
578.0,1044.0
579.0,1048.0
584.0,1053.0
590.0,1058.0
591.0,1058.0
604.0,1054.0
617.0,1049.0
627.0,1040.0
643.0,1035.0
655.0,1035.0
670.0,1011.0
674.0,1001.0
654.0,1002.0
634.0,1008.0
612.0,1011.0
588.0,1013.0
558.0,1005.0
520.0,995.0
515.0,992.0
495.0,978.0
474.0,973.0
465.0,977.0
458.0,964.0
458.0,936.0
479.0,935.0
501.0,942.0
530.0,947.0
583.0,948.0
611.0,946.0
644.0,946.0
648.0,938.0
625.0,932.0
588.0,929.0
565.0,931.0
540.0,932.0
517.0,929.0
487.0,925.0
470.0,920.0
461.0,912.0
466.0,904.0
487.0,906.0
525.0,908.0
575.0,913.0
607.0,918.0
623.0,920.0
679.0,945.0
673.0,956.0
659.0,973.0
633.0,983.0
605.0,990.0
560.0,971.0
531.0,960.0
507.0,963.0
502.0,978.0
502.0,981.0
498.0,998.0
484.0,998.0
471.0,998.0
457.0,979.0
454.0,967.0
449.0,955.0
444.0,947.0
440.0,941.0
539.0,937.0
582.0,933.0
595.0,933.0
627.0,931.0
632.0,931.0
713.0,1050.0
716.0,1066.0
723.0,1079.0
688.0,981.0
691.0,1008.0
691.0,1010.0
704.0,991.0
710.0,984.0
711.0,984.0
716.0,985.0
720.0,985.0
727.0,984.0
734.0,981.0
734.0,981.0
738.0,975.0
744.0,968.0
746.0,965.0
752.0,962.0
757.0,958.0
763.0,955.0
767.0,935.0
769.0,931.0
774.0,931.0
745.0,965.0
703.0,984.0
690.0,984.0
668.0,978.0
650.0,956.0
628.0,934.0
626.0,932.0
614.0,930.0
567.0,922.0
535.0,916.0
524.0,922.0
509.0,922.0
485.0,921.0
446.0,915.0
441.0,904.0
440.0,902.0
435.0,895.0
450.0,893.0
454.0,893.0
519.0,893.0
536.0,894.0
551.0,895.0
574.0,900.0
605.0,903.0
622.0,908.0
648.0,915.0
673.0,924.0
680.0,927.0
684.0,936.0
692.0,942.0
692.0,943.0
695.0,936.0
697.0,934.0
696.0,928.0
688.0,924.0
680.0,922.0
664.0,915.0
636.0,911.0
625.0,911.0
616.0,909.0
578.0,905.0
572.0,905.0
563.0,906.0
544.0,908.0
519.0,908.0
506.0,908.0
501.0,908.0
490.0,908.0
479.0,905.0
462.0,903.0
453.0,902.0
447.0,902.0
447.0,902.0
476.0,890.0
499.0,889.0
505.0,888.0
501.0,890.0
491.0,891.0
473.0,893.0
471.0,893.0
534.0,894.0
563.0,894.0
597.0,897.0
618.0,901.0
645.0,904.0
665.0,908.0
673.0,908.0
675.0,913.0
677.0,917.0
655.0,908.0
626.0,909.0
610.0,906.0
593.0,899.0
577.0,897.0
577.0,897.0
576.0,889.0
585.0,889.0
597.0,890.0
610.0,893.0
626.0,898.0
629.0,898.0
637.0,898.0
661.0,912.0
663.0,913.0
661.0,907.0
661.0,907.0
664.0,907.0
665.0,907.0
668.0,905.0
680.0,920.0
689.0,929.0
689.0,934.0
658.0,958.0
634.0,967.0
625.0,970.0
607.0,970.0
607.0,970.0
606.0,979.0
617.0,1008.0
620.0,1020.0
640.0,1028.0
669.0,1023.0
701.0,1023.0
700.0,1025.0
682.0,1030.0
692.0,1016.0
715.0,1004.0
732.0,996.0
707.0,1013.0
681.0,1020.0
676.0,1021.0
693.0,1001.0
663.0,996.0
620.0,990.0
604.0,990.0
628.0,1018.0
647.0,1012.0
630.0,1017.0
585.0,1021.0
550.0,998.0
541.0,988.0
584.0,999.0
573.0,987.0
552.0,981.0
579.0,987.0
590.0,985.0
572.0,988.0
571.0,972.0
596.0,970.0
593.0,968.0
545.0,966.0
513.0,963.0
559.0,992.0
576.0,989.0
572.0,987.0
534.0,988.0
522.0,987.0
527.0,973.0
594.0,970.0
599.0,965.0
571.0,963.0
563.0,962.0
551.0,956.0
544.0,933.0
554.0,919.0
561.0,938.0
578.0,951.0
590.0,951.0
610.0,951.0
651.0,939.0
662.0,935.0
656.0,937.0
660.0,927.0
675.0,943.0
690.0,965.0
692.0,968.0
706.0,977.0
709.0,974.0
704.0,962.0
697.0,955.0
689.0,947.0
679.0,951.0
673.0,968.0
